direct_read_sequence,platform,source_url,page_label,review_id,language,review_date,stay_date,rating,bath_rating,room_rating,title,room_or_plan,body_char_count,onsen_related,bath_area_tags,signal_tags,issue_tags,original_keywords_short,short_paraphrase,signal_direction,direction_backfill_rule,direction_backfill_confidence,direction_backfill_candidate_type
131,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_15003946,ja,2026/1/5,2026年1月宿泊,4,5,3,料理がおいしくて楽しい宿でした,和室 【夕食19：30お約束】ワンランク上の贅沢/人気No.1！温泉湯豆腐と特選佐賀牛・若楠豚しゃぶしゃぶプラン,69,yes,facility_wide,water_texture,cleanliness,温泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: cleanliness,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
132,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_15002709,ja,2026/1/4,2026年1月宿泊,4,4,3,お正月,和室 【2025-2026年末年始】夕食19：30お約束/1年の締めくくりと始まりは和多屋別荘で！利休特別懐石プラン,165,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture,,温泉,객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,rating_positive_signal,medium,issue_caution_calibration_needed
133,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14996985,ja,2026/1/3,2025年12月宿泊,2,1,1,エントランス設備、スタッフさんの対応、料理が最高ですが、お部屋の古さが超残念・・,ツイン 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/人気No.1温泉湯豆腐佐賀牛しゃぶしゃぶプラン,78,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,mixed,body_positive_and_negative,high,issue_caution_calibration_needed
134,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14995652,ja,2026/1/2,2025年12月宿泊,3,2,3,遊ぶ所が欲しかった,和室 【2025-2026】年の瀬と新春を彩る極上のおもてなし～華やぎの孔雀プラン～,456,yes,public_bath,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,大浴場,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
135,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14985063,ja,2025/12/29,2025年10月宿泊,5,5,4,女友達と温泉旅行,和室 【じゃらんスペシャルウィーク】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,60,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,aging_or_access,温泉;広い,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: aging_or_access,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
136,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14984367,ja,2025/12/29,2025年11月宿泊,5,5,5,安心の温泉旅館,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,132,yes,facility_wide,water_texture;booking_confusion,operation_recheck,温泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
137,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14982208,ja,2025/12/28,2025年12月宿泊,5,5,5,部屋風呂が良かった,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢～きたの茶園×瀬頭酒造×利休コラボ懐石,52,yes,room_open_air_bath;room_bath;open_air_public_bath;public_bath,room_bath_hot_spring;public_bath_hot_spring,,露天;露天風呂;部屋風呂,객실 노천탕 맥락 언급; 객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급,positive,body_positive,high,issue_caution_calibration_needed
138,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14976047,ja,2025/12/24,2025年12月宿泊,5,5,4,食事、温泉、ライブラリースペースどれも最高でしたが、、、,和室 【夕食17：30お約束】はじめての方におすすめ！温泉湯豆腐＆佐賀牛+若楠豚のしゃぶしゃぶプラン,501,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;crowding,,温泉;露天;露天風呂,객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,mixed,conditional_signal_tag,medium,issue_caution_calibration_needed
139,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14972883,ja,2025/12/23,2025年12月宿泊,5,5,5,初めての嬉野温泉！満喫しました(＾＾),和室 【じゃらんのお得な10日間】【夕食19：30お約束】和敬静寂～きたの茶園×瀬頭酒造×利休コラボ懐石個室食,305,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉;美肌,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
140,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14972726,ja,2025/12/23,2025年12月宿泊,2,4,2,少し残念,和室 【夕食19：30お約束】ワンランク上の贅沢/人気No.1！温泉湯豆腐と特選佐賀牛・若楠豚しゃぶしゃぶプラン,119,yes,facility_wide,water_texture,temperature,温泉,우레시노 물성/미인탕/원천 신호 언급; 주의 신호: temperature,mixed,body_negative_with_context,high,issue_caution_calibration_needed
141,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14971228,ja,2025/12/22,2025年12月宿泊,3,2,2,誕生日の記念に,和室 【冬厳選】夕食19：30お約束/ワンランク上の贅沢/和敬静寂～きたの茶園×瀬頭酒造×利休コラボ懐石個室食,222,yes,room_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;aging_or_access,温泉;部屋風呂,"객실 내탕/내풍呂 맥락 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
142,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14962935,ja,2025/12/18,2025年12月宿泊,5,5,5,おもてなしとお料理が最高です。,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,353,no,unclear,booking_confusion,operation_recheck,,주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
143,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14960939,ja,2025/12/17,2025年12月宿泊,4,5,4,玄関ブ－スが綺麗,和室 【じゃらんスペシャルウィーク】和洋ビュッフェでモーニング！1泊朝食付プラン,201,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,temperature,温泉;トロトロ,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: temperature,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
144,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14959258,ja,2025/12/16,2025年12月宿泊,3,3,3,ゆったりと過ごすことができた。,和室 【夕食17：30お約束】ワンランク上の贅沢/蕩ける旨味に舌鼓！特選佐賀牛＆厳選若楠豚のグルメ焼肉プラン,129,yes,public_bath,public_bath_hot_spring;booking_confusion,operation_recheck,,대욕장/공용탕/사우나 맥락 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
145,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14954121,ja,2025/12/14,2025年12月宿泊,5,4,4,久しぶりの利用,ツイン 【ワンランク上の贅沢】人気No.1！温泉湯豆腐スープで味わう特選佐賀牛＆厳選若楠豚しゃぶしゃぶプラン,132,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,温泉,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
146,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14951952,ja,2025/12/13,2025年12月宿泊,3,2,2,水明荘 千草に宿泊したけど…,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,821,yes,open_air_public_bath;public_bath;facility_wide,public_bath_hot_spring;water_texture;weak_onsen_feeling;chlorine_smell;booking_confusion,operation_recheck;aging_or_access;temperature;cleanliness,温泉;露天;露天風呂;大浴場;源泉;源泉掛け流し;ぬるい;塩素,"공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access,temperature",negative,negative_signal_tag,high,issue_caution_calibration_needed
147,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14951306,ja,2025/12/13,2025年12月宿泊,4,5,3,色々楽しかった,和室 【じゃらんのお得な10日間】ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,249,yes,public_bath,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck,大浴場;古い;広い,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
148,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14944609,ja,2025/12/10,2025年12月宿泊,5,4,5,みやび館やよい,和室 【じゃらんのお得な10日間】ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,205,yes,room_open_air_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;weak_onsen_feeling;booking_confusion,operation_recheck;aging_or_access,温泉;露天;露天風呂;大浴場;露天風呂付,"객실 노천탕 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,aging_or_access",negative,negative_signal_tag,high,issue_caution_calibration_needed
149,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14941096,ja,2025/12/8,2025年11月宿泊,2,1,1,高級旅館,和室 【夕食17：30お約束でお得に滞在】ワンランク上の贅沢/人気No.1温泉湯豆腐佐賀牛しゃぶしゃぶプラン,132,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
150,Jalan,https://www.jalan.net/yad322946/kuchikomi/5.HTML,latest_5,Jalan_14935926,ja,2025/12/7,2025年12月宿泊,5,4,4,想像を超えてくる空間体験,和室 【じゃらんのお得な10日間】ワンランク上の贅沢/きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,505,yes,room_bath;open_air_public_bath;public_bath;facility_wide,room_bath_hot_spring;public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;cleanliness,温泉;露天;露天風呂;部屋風呂;掃除,"객실 내탕/내풍呂 맥락 언급; 공용 노천탕/浮世風呂 경험 언급; 대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,cleanliness",mixed,body_negative_with_context,high,issue_caution_calibration_needed
151,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14935621,ja,2025/12/7,2025年12月宿泊,5,5,5,接客がよい,和室 【1泊朝食付】和洋ビュッフェでモーニング！グループやお子様連れのファミリーにおすすめ！,63,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
152,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14931390,ja,2025/12/5,2025年12月宿泊,4,4,4,旧館の方が割安感あり,和室 【じゃらんスペシャルウィーク】和洋ビュッフェでモーニング！1泊朝食付プラン,116,yes,facility_wide,water_texture;booking_confusion,operation_recheck;temperature,温泉;古い;広い,"우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,temperature",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
153,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14931198,ja,2025/12/5,2025年12月宿泊,5,5,5,五感に満足感　間違いないおもてなし,和室 【じゃらんスペシャルウィーク】和洋ビュッフェでモーニング！1泊朝食付プラン,133,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture,,温泉,대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급,positive,body_positive,high,issue_caution_calibration_needed
154,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14928713,ja,2025/12/3,2025年10月宿泊,4,4,4,老舗なのに新しい,和室 【じゃらんスペシャルウィーク】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,292,yes,public_bath,public_bath_hot_spring;booking_confusion,operation_recheck;aging_or_access,,"대욕장/공용탕/사우나 맥락 언급; 주의 신호: operation_recheck,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
155,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14927034,ja,2025/12/3,2025年11月宿泊,3,3,2,部屋古っ、えっお菓子どこ,和室 【ワンランク上の贅沢/想～和敬静寂】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,222,yes,facility_wide,water_texture,,温泉,우레시노 물성/미인탕/원천 신호 언급,positive,positive_signal_no_caution,medium,issue_caution_calibration_needed
156,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14924778,ja,2025/12/2,2025年11月宿泊,5,5,5,従業員さんの心遣いが良かった,和室 【朝夕お部屋食】水明荘/当館最高級のおもてなし数奇屋造りの別邸で過ごす至福のひととき特別懐石プラン,155,no,unclear,booking_confusion,operation_recheck;aging_or_access,,"주의 신호: operation_recheck,aging_or_access",mixed,caution_or_issue_tag,high,issue_caution_calibration_needed
157,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14921495,ja,2025/11/30,2025年11月宿泊,3,3,2,夫婦での旅行にはおすすめ,和室 【ワンランク上の贅沢】人気No.1！温泉湯豆腐スープで味わう特選佐賀牛＆厳選若楠豚しゃぶしゃぶプラン,301,yes,public_bath;facility_wide,public_bath_hot_spring;water_texture;booking_confusion,operation_recheck;cleanliness,温泉;臭い,"대욕장/공용탕/사우나 맥락 언급; 우레시노 물성/미인탕/원천 신호 언급; 주의 신호: operation_recheck,cleanliness",mixed,body_negative_with_context,high,issue_caution_calibration_needed
158,Jalan,https://www.jalan.net/yad322946/kuchikomi/6.HTML,latest_6,Jalan_14912374,ja,2025/11/26,2025年9月宿泊,5,5,5,子連れにオススメ,その他 【じゃらんアワード受賞記念プラン】きたの茶園×瀬頭酒造×利休コラボ懐石レストラン個室食,62,no,unclear,,,,온천 언급 없는 숙박 경험 리뷰.,neutral,neutral_or_lodging_context,medium,issue_caution_calibration_needed
